year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,384,,,,,,,,,,,,,,,,
2016,406,49,25,13,14,19,22,48,24,11,14,47,27,6,16,53,18
2017,400,49,25,13,14,19,23,47,23,11,13,44,26,6,16,53,18
2018,329,31,17,11,9,25,15,56,15,8,5,32,28,5,12,43,17
2019,336,30,18,12,12,25,16,60,12,9,6,30,27,6,13,44,16
2020,361,34,26,9,11,23,17,63,13,8,14,30,31,6,12,46,18
2021,378,39,25,10,12,23,19,61,13,10,15,32,30,7,12,52,18
2022,392,39,25,15,11,24,19,65,12,11,16,34,31,7,12,53,18
2023,411,41,25,16,12,22,32,66,13,12,14,34,34,7,14,52,17
2024,417,44,25,15,12,24,34,68,13,13,13,39,31,7,14,49,16
