REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,8174.9,8526.1,11559.9,3806.6,3021.0,20438.7,1397.8,,1290.5,1714.6,13090.9,4136.5,4175.8,10883.4,10297.0
Dolnośląskie,370.8,258.5,265.3,40.6,144.6,134.0,23.9,,0.0,11.0,165.5,0.0,0.0,45.5,0.0
Kujawsko-Pomorskie,41.2,9.3,8.4,83.0,0.0,30.9,0.0,,1010.0,0.0,1688.7,193.2,122.0,34.1,3.1
Lubelskie,30.0,71.9,567.1,19.0,17.6,313.5,0.0,,0.0,1024.1,19.9,141.2,192.9,487.0,177.0
Lubuskie,3.0,121.3,2.0,1.1,0.0,266.0,240.0,,0.0,2.5,330.0,0.0,0.0,9400.0,9400.0
Łódzkie,35.0,0.0,1135.6,0.0,0.0,264.0,0.0,,32.0,3.0,13.8,0.0,3.3,1.1,17.2
Małopolskie,1.3,0.0,24.3,0.0,772.4,11.2,0.0,,0.9,10.5,247.1,0.2,16.1,13.0,1.5
Mazowieckie,100.3,132.2,1261.5,1428.1,245.2,14770.7,40.2,,16.7,11.0,38.4,2046.4,181.6,28.8,161.5
Opolskie,0.0,1358.5,1101.0,8.0,0.0,0.0,0.0,,0.0,5.7,10150.9,7.6,1.5,5.5,14.3
Podkarpackie,163.2,29.6,242.8,102.1,91.1,3407.5,1.0,,30.0,0.0,94.6,53.3,95.6,76.6,172.2
Podlaskie,321.0,241.0,13.0,0.0,450.0,252.0,4.0,,3.2,80.6,151.9,130.4,7.6,7.7,33.7
Pomorskie,131.0,54.7,476.0,0.0,0.0,0.0,0.0,,83.3,45.0,15.5,25.5,46.6,31.1,22.3
Śląskie,0.0,0.9,0.6,13.0,81.8,0.1,0.0,,52.7,22.2,33.8,4.2,11.8,19.1,119.9
Świętokrzyskie,300.0,180.3,184.8,0.0,0.0,0.0,0.0,,0.0,476.2,0.0,0.0,0.0,8.5,16.6
Warmińsko-Mazurskie,228.7,22.7,672.5,8.7,0.0,74.8,69.8,,10.5,0.0,38.5,51.8,107.6,5.3,8.9
Wielkopolskie,4035.1,3668.2,1188.2,1966.6,1131.7,845.9,1009.3,,46.7,22.8,67.4,580.7,3389.4,716.4,147.7
Zachodniopomorskie,2414.4,2377.0,4417.1,136.4,86.7,68.3,9.7,,4.5,0.0,35.0,902.0,0.0,3.7,1.2
