REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,6652,7290,7708,8081,8495,8744,8680,8751,9591,9931,10794,10948,12434,12860
Dolnośląskie,,7861,8538,8642,8499,9254,9607,9907,9857,12944,13439,14369,14751,14860,15071
Kujawsko-Pomorskie,,2228,2245,2243,2167,2119,2167,2456,2502,2615,2735,2935,3148,3263,3183
Lubelskie,,902,918,969,1099,1189,1408,1430,1612,1594,1653,1653,1638,1974,2194
Lubuskie,,2741,2775,2888,2301,2247,2647,2663,2944,2796,2865,3196,3381,3724,4140
Łódzkie,,2951,3057,3119,3220,3363,3549,3577,4035,4132,4266,4672,4627,5485,5017
Małopolskie,,4980,5757,5882,6127,5972,7827,7894,7485,5984,6107,5460,3412,3657,3603
Mazowieckie,,23887,26588,28017,29387,29425,30603,29330,28794,30792,32096,36668,35398,39890,40293
Opolskie,,2221,2366,3219,3180,3295,3286,3400,3537,3816,4190,6865,6944,7439,7881
Podkarpackie,,1481,1670,4000,4052,4044,1838,2033,2268,2237,2308,2328,2996,4305,5300
Podlaskie,,583,717,838,523,584,723,705,976,1305,1221,1393,1040,1645,1501
Pomorskie,,4700,4887,4629,4968,5554,3907,4070,4326,4747,4739,5212,6126,6292,6060
Śląskie,,4869,5196,5328,5577,5980,6183,6307,6578,9327,8253,7590,9087,9775,10647
Świętokrzyskie,,3067,3200,3512,3671,3439,3241,2724,3485,4532,5000,5187,5553,5169,3566
Warmińsko-Mazurskie,,1639,1658,1581,1635,1590,1639,1601,1632,1694,1845,2141,2222,2425,2243
Wielkopolskie,,6629,6998,7092,7226,10080,11117,11459,11595,12012,12044,12646,12160,17340,19912
Zachodniopomorskie,,3623,4288,4585,7006,7216,6256,6246,6419,6430,6457,6861,12330,12629,12637
