REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,32.4,32.4,32.5,32.5,32.5,32.5,32.5,32.5,32.6,32.3,32.3,32.3,32.3,32.2,32.2
Dolnośląskie,18.5,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.7
Kujawsko-Pomorskie,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.7,32.4,32.2,32.3,32.2,32.2,32.2,32.2
Lubelskie,22.7,22.7,22.7,22.7,22.7,22.7,22.8,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.5
Lubuskie,38.9,38.9,38.8,38.8,39.0,38.8,38.1,38.6,38.4,37.4,37.4,37.4,37.5,37.5,37.5
Łódzkie,19.6,19.6,19.6,19.6,19.6,19.6,19.7,19.7,19.5,19.5,19.5,19.5,19.5,19.5,19.6
Małopolskie,52.0,52.1,52.1,52.1,52.1,53.0,53.0,53.0,53.0,53.0,53.0,53.1,53.1,53.1,53.3
Mazowieckie,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.8,29.7,0.0,29.7,30.0
Opolskie,27.2,27.2,27.2,27.2,27.2,27.2,27.7,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
Podkarpackie,44.7,44.7,44.7,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9
Podlaskie,32.0,32.0,32.0,32.0,32.0,31.8,31.6,31.6,31.6,31.6,31.6,31.6,0.0,31.6,31.6
Pomorskie,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.6,32.9,32.8,32.9,33.0,33.0,31.0,31.2
Śląskie,22.1,22.1,22.2,22.2,22.2,22.2,22.0,22.0,22.0,22.1,22.1,22.1,22.1,21.1,21.1
Świętokrzyskie,64.5,64.5,64.5,64.9,65.1,65.0,64.6,65.0,65.0,64.9,64.9,64.9,64.9,64.9,65.0
Warmińsko-Mazurskie,46.6,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.8,46.8
Wielkopolskie,31.8,31.8,31.8,31.6,31.6,31.7,31.6,31.6,31.6,29.6,29.6,29.6,29.6,29.6,29.6
Zachodniopomorskie,21.1,21.1,21.1,21.7,21.6,21.6,21.9,21.8,21.8,21.8,21.8,21.8,21.8,21.9,22.0
