REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,50.3,47.8,46.7,45.6,46.9,45.4,44.5,44.2,43.9,43.2,42.5,41.9,41.4,40.9,40.4
Dolnośląskie,51.7,49.8,48.6,47.7,47.4,45.6,44.6,44.1,43.5,42.4,42.1,41.4,40.8,40.6,39.8
Kujawsko-Pomorskie,54.8,53.2,52.5,51.4,56.2,55.1,54.7,54.3,53.9,53.5,52.8,52.5,52.3,51.8,51.7
Lubelskie,56.4,54.8,54.1,53.8,59.9,59.3,59.2,59.2,59.0,58.3,57.9,58.0,57.7,57.4,57.3
Lubuskie,57.0,55.6,54.3,53.2,54.6,50.2,48.7,48.1,48.1,47.7,47.0,46.5,46.1,45.4,44.8
Łódzkie,66.2,64.7,63.9,63.0,69.8,68.4,67.6,67.4,67.1,66.4,66.2,65.6,65.3,65.0,65.0
Małopolskie,35.6,33.2,32.6,31.5,31.9,30.4,29.0,28.6,28.3,27.8,27.0,26.5,26.0,25.4,24.8
Mazowieckie,51.9,50.0,49.2,48.3,55.9,55.1,54.2,53.7,53.3,52.8,51.6,51.3,50.9,50.5,50.2
Opolskie,63.0,59.9,57.8,55.3,47.8,44.3,43.0,43.3,43.1,42.2,42.5,41.9,41.6,41.4,40.5
Podkarpackie,26.7,21.2,20.2,19.7,15.6,15.4,15.1,15.1,14.8,14.3,13.1,12.5,12.2,11.7,11.1
Podlaskie,58.7,58.1,57.6,57.2,60.0,59.8,59.3,59.0,58.8,58.6,57.9,57.7,57.5,56.8,55.9
Pomorskie,41.9,39.5,37.8,35.9,32.6,30.8,30.2,29.9,29.9,28.3,27.8,27.3,26.7,26.0,25.4
Śląskie,54.9,52.0,50.5,49.1,44.8,42.4,41.2,41.0,40.4,39.7,39.5,38.6,38.1,37.5,37.0
Świętokrzyskie,57.5,53.5,51.5,50.4,55.5,52.6,51.5,51.4,51.4,51.5,50.9,50.0,49.3,48.6,47.8
Warmińsko-Mazurskie,49.8,48.2,46.3,45.4,47.0,45.8,45.3,45.4,45.1,44.8,44.2,43.6,43.2,42.7,42.3
Wielkopolskie,58.4,55.7,54.0,52.7,50.6,49.5,48.1,47.1,46.5,46.2,44.5,43.8,42.7,42.0,41.4
Zachodniopomorskie,45.3,42.2,39.8,38.4,37.1,36.4,35.8,35.8,36.1,35.6,35.7,35.2,34.5,34.0,33.5
