REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,0.7,0.8,0.9,0.9,0.9,1.0,1.0,1.0,1.2,1.3,1.4,1.4,1.4,1.6,1.4
Dolnośląskie,0.5,0.5,0.7,0.7,0.7,0.8,0.7,0.9,1.1,1.2,1.3,1.4,1.5,1.7,1.4
Kujawsko-Pomorskie,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.5,0.7,0.7,0.9,1.0,0.9,0.8,0.8
Lubelskie,0.6,0.6,1.0,0.6,1.0,1.1,0.9,0.9,1.0,1.1,1.1,1.1,1.1,1.4,1.2
Lubuskie,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.3,0.4,0.5,0.4
Łódzkie,0.6,0.6,0.8,0.7,0.7,0.7,0.6,0.7,0.9,1.0,1.1,1.1,1.0,1.0,0.9
Małopolskie,1.0,1.0,1.3,1.3,1.4,1.5,2.2,1.9,2.1,2.2,2.4,2.5,2.5,2.7,2.5
Mazowieckie,1.4,1.4,1.4,1.6,1.7,1.7,1.7,1.8,2.0,2.1,2.2,2.1,2.2,2.2,2.1
Opolskie,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.5,0.5,0.6,0.8,0.8,0.8
Podkarpackie,0.9,0.9,1.0,1.2,1.4,1.3,1.1,1.0,1.1,1.2,1.3,1.3,1.2,1.2,1.0
Podlaskie,0.3,0.4,0.4,0.6,0.6,0.8,0.4,0.6,0.7,0.8,0.8,0.8,0.8,0.9,0.6
Pomorskie,0.6,0.7,1.1,1.0,1.1,1.1,1.1,1.1,1.4,1.7,1.7,1.8,1.9,2.3,2.1
Śląskie,0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.9,0.9,0.9,0.9,1.0,0.9
Świętokrzyskie,0.5,0.4,0.3,0.3,0.3,0.6,0.3,0.3,0.6,0.5,0.5,0.5,0.4,0.6,0.6
Warmińsko-Mazurskie,0.4,0.5,0.5,0.4,0.3,0.3,0.3,0.5,0.6,0.8,0.8,1.2,1.0,1.0,0.8
Wielkopolskie,0.6,0.6,0.9,0.6,0.6,0.8,0.6,0.6,0.8,0.8,0.8,0.9,0.9,1.1,0.9
Zachodniopomorskie,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.5,0.6,0.7,0.8,0.7
