REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,30.5,30.5,30.6,30.6,30.7,30.8,30.8,30.9,30.9,30.9,30.9,30.9,31.0,31.0,31.0
Dolnośląskie,30.6,30.7,30.7,30.8,30.8,30.8,30.9,30.9,30.9,30.9,31.0,31.0,31.1,31.1,31.1
Kujawsko-Pomorskie,24.6,24.6,24.6,24.6,24.6,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7
Lubelskie,23.5,23.6,23.6,23.6,23.7,23.8,23.8,23.8,23.9,23.8,23.9,23.9,24.0,24.0,24.0
Lubuskie,51.4,51.5,51.6,51.6,51.6,51.6,51.7,51.7,51.7,51.7,51.7,51.7,51.8,51.8,51.9
Łódzkie,21.6,21.6,21.7,21.8,21.8,21.8,21.9,22.0,22.0,22.1,22.0,22.0,22.0,22.0,22.0
Małopolskie,29.3,29.4,29.3,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.3,29.3,29.4,29.4
Mazowieckie,23.3,23.4,23.5,23.6,23.7,23.9,23.9,24.0,24.0,24.1,24.1,24.0,24.0,24.0,24.0
Opolskie,27.6,27.6,27.6,27.7,27.7,27.7,27.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
Podkarpackie,38.4,38.7,38.8,38.9,39.0,39.1,39.2,39.3,39.3,39.3,39.2,39.3,39.3,39.3,39.4
Podlaskie,31.4,31.5,31.6,31.6,31.6,31.7,31.7,31.8,31.9,31.8,31.9,31.9,32.2,32.2,32.2
Pomorskie,38.7,38.8,38.8,38.9,38.9,38.9,39.0,39.0,39.0,39.0,39.0,39.0,39.1,38.6,39.1
Śląskie,33.0,33.1,33.1,33.2,33.2,33.2,33.3,33.3,33.3,33.4,33.4,33.5,33.5,33.5,33.4
Świętokrzyskie,28.7,28.8,28.8,28.9,29.0,29.0,29.1,29.1,29.2,29.1,29.1,29.1,29.1,29.1,29.1
Warmińsko-Mazurskie,33.4,33.5,33.6,33.7,33.8,33.9,34.1,34.2,34.3,34.5,34.5,34.5,34.6,34.7,34.7
Wielkopolskie,26.7,26.7,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.9,26.8,26.8,26.9,26.9,26.9
Zachodniopomorskie,38.2,38.4,38.4,38.4,38.5,38.6,38.7,38.7,38.8,38.8,38.8,38.8,38.9,39.0,39.0
