year,recykling,kompostowanie lub fermentacja,przekształcenia termiczne,składowanie
year,recycling,composting or fermentation,incineration,landfilling
2010,14.82,6.57,0.32,61.74
2011,9.67,7.84,0.37,63.15
2012,10.29,9.33,0.42,59.24
2013,13.27,10.90,6.78,52.93
2014,21.10,11.17,15.10,52.63
2015,26.39,16.11,13.25,44.26
2016,27.84,16.22,19.44,36.51
2017,22.76,7.08,24.42,41.77
